complaint_text,category,priority,location,date
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-03
"KR Puram ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,KR Puram,2026-01-08
We are not getting water in HSR Layout.,Supply,Medium,HSR Layout,2026-03-05
When will water come today? No supply.,Supply,Medium,Indiranagar,2025-12-18
Please clear the blocked drainage near KR Puram.,Drainage,Medium,KR Puram,2026-03-03
drinage blok in frnt of house.,Drainage,Medium,Marathahalli,2026-01-04
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,Hebbal,2026-02-05
Whitefield ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Whitefield,2025-12-05
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,KR Puram,2025-12-10
Kaveri neeru bandilla.,Supply,High,Yelahanka,2026-02-05
"Gutter is blocked, very bad smell.",Drainage,Low,Yelahanka,2025-12-26
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Yelahanka,2026-01-24
No supply at all in Indiranagar.,Supply,Medium,Indiranagar,2026-01-12
manhole open ide mattu overflow agthide.,Drainage,Medium,Electronic City,2025-12-18
getting dirty water for drinking.,Contamination,Medium,Indiranagar,2025-12-10
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,Jayanagar,2025-12-29
Continuous water leakage in our area Jayanagar.,Leakage,Medium,Jayanagar,2026-01-06
Foul odor coming from the supplied water.,Contamination,Medium,Marathahalli,2025-12-25
getting dirty water for drinking.,Contamination,Medium,Jayanagar,2026-02-06
Continuous water leakage in our area KR Puram.,Leakage,Medium,KR Puram,2026-02-28
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Jayanagar,2026-01-16
leakage problem since 2 days in Hebbal.,Leakage,High,Hebbal,2026-01-03
Water supply is very erratic in our area.,Supply,Medium,Hebbal,2026-02-02
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,Medium,Rajajinagar,2026-02-24
Continuous water leakage in our area Rajajinagar.,Leakage,Medium,Rajajinagar,2025-12-24
Manhole is open and overflowing.,Drainage,High,HSR Layout,2026-01-14
Manhole is open and overflowing.,Drainage,High,Marathahalli,2026-02-08
Low water pressure today.,Supply,Low,Marathahalli,2025-12-29
charandi block agide Jayanagar nalli.,Drainage,Medium,Jayanagar,2026-02-11
Pipe is cracked and leaking water at HSR Layout.,Leakage,Medium,HSR Layout,2026-02-07
ಪೈಪ್ ಒಡೆದು ನೀರು ರಸ್ತೆಯಲ್ಲಿ ಹರಿಯುತ್ತಿದೆ HSR Layout.,Leakage,Medium,HSR Layout,2025-12-19
drinage blok in frnt of house.,Drainage,Medium,Rajajinagar,2026-02-28
"ನಮ್ಮ ಮನೆಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ, ದಯವಿಟ್ಟು ಗಮನಿಸಿ.",Supply,Medium,Electronic City,2026-01-24
Manhole is open and overflowing.,Drainage,High,Marathahalli,2026-02-15
Manhole is open and overflowing.,Drainage,High,HSR Layout,2026-01-02
Water is leaking from the main pipe near Rajajinagar.,Leakage,Medium,Rajajinagar,2026-02-03
yaavaga neeru bartade? 3 days inda kawtidivi.,Supply,Medium,Marathahalli,2025-12-29
leakage problem since 2 days in Indiranagar.,Leakage,High,Indiranagar,2026-01-10
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-03-02
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Yelahanka,2026-02-24
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Jayanagar,2026-01-21
"Minor leak, only drops coming out from the pipe at Marathahalli.",Leakage,Low,Marathahalli,2026-01-18
vasane bartide neerinda Jayanagar.,Contamination,Low,Jayanagar,2026-02-20
Water supply is very erratic in our area.,Supply,Medium,Indiranagar,2026-01-07
drinage blok in frnt of house.,Drainage,Medium,Electronic City,2026-02-13
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,Indiranagar,2026-01-08
ಮ್ಯಾನ್‌ಹೋಲ್ ತೆರೆದಿದೆ ಮತ್ತು ಕೊಳಚೆ ನೀರು ಹೊರಬರುತ್ತಿದೆ.,Drainage,High,HSR Layout,2026-02-04
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,KR Puram,2026-01-20
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,Electronic City,2026-02-19
"No leakage, just a few drops coming out in Yelahanka.",Leakage,Low,Yelahanka,2025-12-19
"drnking watr is nt gud, it is plluted.",Contamination,Medium,Yelahanka,2026-02-01
Huge water leak at KR Puram.,Leakage,Medium,KR Puram,2026-02-28
"Jayanagar ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,Jayanagar,2026-02-09
Drainage is blocked and overflowing in Hebbal.,Drainage,High,Hebbal,2026-02-08
Water dripping from the street valve near Electronic City.,Leakage,Medium,Electronic City,2026-01-31
Water supply illa today inda.,Supply,High,Marathahalli,2026-02-18
watr suply is vry bad in HSR Layout.,Supply,Medium,HSR Layout,2025-12-20
neeru full black agide Electronic City nalli.,Contamination,High,Electronic City,2026-01-16
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Jayanagar,2026-01-17
bad smll wter cming frm tap.,Contamination,Low,Whitefield,2025-12-18
"Water wastage due to a leak at Yelahanka, please fix immediately.",Leakage,High,Yelahanka,2026-01-22
water stagnation due to blocked drainage.,Drainage,Medium,Hebbal,2025-12-06
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-30
"Minor leak, only drops coming out from the pipe at Indiranagar.",Leakage,Low,Indiranagar,2026-02-11
charandi block agide KR Puram nalli.,Drainage,Medium,KR Puram,2026-01-14
water pipe odedide Whitefield nalli.,Leakage,High,Whitefield,2026-02-03
The public drain is choked and overflowing heavily.,Drainage,High,Jayanagar,2025-12-14
No supply at all in Whitefield.,Supply,Medium,Whitefield,2026-02-03
Water is muddy and unhygienic.,Contamination,Medium,KR Puram,2026-01-07
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,HSR Layout,2026-01-09
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Hebbal,2026-01-28
Low water pressure today.,Supply,Low,Jayanagar,2026-01-03
neeralli kachara barthide.,Contamination,Medium,Rajajinagar,2026-01-10
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Marathahalli,2026-02-07
watr lekng frm pip Indiranagar.,Leakage,Medium,Indiranagar,2025-12-08
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,Whitefield,2026-01-01
water stagnation due to blocked drainage.,Drainage,Medium,Yelahanka,2026-02-22
We have been waiting for water since morning.,Supply,Medium,Hebbal,2025-12-06
Manhole is open and overflowing.,Drainage,High,Rajajinagar,2025-12-06
neeru barthilla nam manege.,Supply,High,Yelahanka,2026-02-21
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ Electronic City.",Leakage,Low,Electronic City,2025-12-14
Foul odor coming from the supplied water.,Contamination,Medium,KR Puram,2025-12-31
ಕುಡಿಯಲು ನೀರು ಯೋಗ್ಯವಾಗಿಲ್ಲ.,Contamination,Medium,KR Puram,2026-01-26
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,Yelahanka,2026-02-05
Continuous water leakage in our area Indiranagar.,Leakage,Medium,Indiranagar,2026-01-06
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2026-02-14
Kaveri neeru bandilla.,Supply,High,Marathahalli,2026-01-31
neeru leak agthide Hebbal hatra.,Leakage,Medium,Hebbal,2026-02-18
Yelahanka ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Yelahanka,2026-01-03
When will water come today? No supply.,Supply,Medium,Marathahalli,2026-01-12
"Water wastage due to a leak at Jayanagar, please fix immediately.",Leakage,Low,Jayanagar,2025-12-05
getting dirty water for drinking.,Contamination,Medium,Electronic City,2025-12-15
KR Puram ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,KR Puram,2026-01-03
No supply at all in Electronic City.,Supply,Medium,Electronic City,2026-01-26
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Electronic City,2026-02-23
"kudiyoke agalla, neeru halagide.",Contamination,High,Marathahalli,2026-01-12
HSR Layout ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,HSR Layout,2025-12-30
We have been waiting for water since last night.,Supply,Medium,Marathahalli,2026-02-13
charandi block agide Whitefield nalli.,Drainage,Medium,Whitefield,2025-12-17
"main pipe break agide, neeru raste mele bartide KR Puram.",Leakage,Medium,KR Puram,2026-03-04
KR Puram ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,KR Puram,2026-01-24
We have been waiting for water since 1 week.,Supply,High,KR Puram,2025-12-24
neeralli kachara barthide.,Contamination,Medium,Hebbal,2025-12-13
Water is not safe for drinking today.,Contamination,Medium,Rajajinagar,2025-12-05
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,Medium,Indiranagar,2026-01-08
watr suply is vry bad in Electronic City.,Supply,Medium,Electronic City,2026-01-07
"No leakage, just a few drops coming out in Yelahanka.",Leakage,Low,Yelahanka,2026-02-21
"kudiyoke agalla, neeru halagide.",Contamination,High,Yelahanka,2026-01-14
pype brst at Whitefield.,Leakage,Medium,Whitefield,2026-01-09
"sೊಳ್ಳೆ ಕಾಟ ಹೆಚ್ಚಾಗಿದೆ, drainage clean madi.",Drainage,Medium,Whitefield,2026-02-01
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,Hebbal,2026-02-07
ನೀರಿನ ಸಮಯ ಸರಿಯಾಗಿ ಪಾಲಿಸುತ್ತಿಲ್ಲ.,Supply,Low,Marathahalli,2026-02-20
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-21
"Pipe burst in Whitefield, water is everywhere.",Leakage,High,Whitefield,2026-02-10
sewage mix agide neeru jote.,Contamination,Medium,Hebbal,2026-01-08
bad smll wter cming frm tap.,Contamination,Low,Jayanagar,2026-03-04
No water supply since morning.,Supply,High,KR Puram,2025-12-07
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ Hebbal.",Leakage,Low,Hebbal,2025-12-10
"Drainage block agide, vasane barthide Rajajinagar.",Drainage,Low,Rajajinagar,2025-12-20
ಕೊಳಚೆ ನೀರು ಕುಡಿಯುವ ನೀರಿನೊಂದಿಗೆ ಬೆರೆತಿದೆ.,Contamination,High,Marathahalli,2026-01-03
pressure tumba low ide Rajajinagar nalli.,Supply,Low,Rajajinagar,2026-02-15
Sewage mixed with drinking water.,Contamination,High,HSR Layout,2025-12-22
bad smll wter cming frm tap.,Contamination,Low,Electronic City,2026-01-04
ಕಾವೇರಿ ನೀರು ಬರುತ್ತಿಲ್ಲ.,Supply,Medium,Yelahanka,2026-01-25
no suply of watr since 1 week.,Supply,High,Marathahalli,2026-01-20
Pipe is cracked and leaking water at KR Puram.,Leakage,Medium,KR Puram,2026-01-09
"kudiyoke agalla, neeru halagide.",Contamination,High,Hebbal,2026-01-28
Yelahanka ಹತ್ತಿರ ಮುಖ್ಯ ಪೈಪ್‌ನಿಂದ ನೀರು ಸೋರುತ್ತಿದೆ.,Leakage,Medium,Yelahanka,2026-01-20
sewage neeru rastege bartide.,Drainage,High,HSR Layout,2025-12-28
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,Medium,Marathahalli,2026-01-22
Drainage is blocked and overflowing in Hebbal.,Drainage,High,Hebbal,2026-02-24
"ಕಸದಿಂದ ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ, ದಯವಿಟ್ಟು ಸ್ವಚ್ಛಗೊಳಿಸಿ.",Drainage,High,Indiranagar,2025-12-15
no suply of watr since morning.,Supply,Medium,Hebbal,2026-01-16
Water supply illa 2 days inda.,Supply,High,Hebbal,2026-02-14
vasane bartide neerinda Jayanagar.,Contamination,Low,Jayanagar,2026-01-29
ನೀರಿನಲ್ಲಿ ಕಸ ಮತ್ತು ಮಣ್ಣು ಬರುತ್ತಿದೆ.,Contamination,Medium,Jayanagar,2025-12-15
sewage neeru rastege bartide.,Drainage,High,Electronic City,2025-12-16
water stagnation due to blocked drainage.,Drainage,Medium,Yelahanka,2026-01-30
Hebbal ನಲ್ಲಿ ನಿರಂತರ ನೀರು ಸೋರಿಕೆ.,Leakage,Medium,Hebbal,2026-01-01
Drinking water is contaminated in Hebbal.,Contamination,Medium,Hebbal,2026-02-17
Broken pipe causing flooding near KR Puram.,Leakage,Medium,KR Puram,2025-12-09
Jayanagar ನಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಕಲುಷಿತಗೊಂಡಿದೆ.,Contamination,High,Jayanagar,2025-12-20
bad smll wter cming frm tap.,Contamination,Low,Electronic City,2026-01-28
Sewage water entering the road.,Drainage,Medium,KR Puram,2026-01-01
"No leakage, just a few drops coming out in Yelahanka.",Leakage,Low,Yelahanka,2026-01-09
Sewage mixed with drinking water.,Contamination,High,Indiranagar,2026-01-02
There is a severe water leak at the intersection in Marathahalli.,Leakage,Medium,Marathahalli,2026-02-23
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2026-02-15
We have been waiting for water since 2 days.,Supply,High,Marathahalli,2026-03-03
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,Whitefield,2026-01-18
Broken pipe causing flooding near Hebbal.,Leakage,Medium,Hebbal,2025-12-14
"swalpa leak agtide, just drops HSR Layout hatra.",Leakage,Low,HSR Layout,2026-02-02
No water supply since 1 week.,Supply,High,Jayanagar,2026-02-01
"kudiyoke agalla, neeru halagide.",Contamination,High,Whitefield,2025-12-22
Drainage is blocked and overflowing in Indiranagar.,Drainage,High,Indiranagar,2026-01-08
"ಟ್ಯಾಪ್ ಸೋರುತ್ತಿದೆ, ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ.",Leakage,Medium,Indiranagar,2026-01-21
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,HSR Layout,2026-02-18
water stagnation due to blocked drainage.,Drainage,Medium,Hebbal,2026-01-22
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Marathahalli,2025-12-13
Water supply is very erratic in our area.,Supply,Medium,Electronic City,2026-02-19
neeru sari yagi supply agthilla.,Supply,High,Yelahanka,2026-01-12
"Neeru galiju agide, kadi neeru barthide.",Contamination,Medium,Yelahanka,2025-12-30
"ಕೇವಲ ಹನಿಗಳು ಮಾತ್ರ ಬರುತ್ತಿವೆ, ದೊಡ್ಡ ಸೋರಿಕೆ ಇಲ್ಲ HSR Layout.",Leakage,Low,HSR Layout,2026-01-16
leakage problem since 2 days in Rajajinagar.,Leakage,High,Rajajinagar,2026-02-19
"Hebbal ನಲ್ಲಿ ಪೈಪ್ ಒಡೆದಿದೆ, ನೀರು ಪೋಲಾಗುತ್ತಿದೆ.",Leakage,High,Hebbal,2026-01-24
Taps are leaking continuously.,Leakage,Medium,HSR Layout,2026-01-02
Indiranagar ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Indiranagar,2026-02-28
Huge water leak at HSR Layout.,Leakage,Medium,HSR Layout,2025-12-25
ಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ.,Drainage,Low,Marathahalli,2025-12-24
neeralli kachara barthide.,Contamination,Medium,Yelahanka,2025-12-30
vasane bartide neerinda Hebbal.,Contamination,Low,Hebbal,2025-12-07
bad smll wter cming frm tap.,Contamination,Low,Yelahanka,2025-12-29
yaavaga neeru bartade? morning inda kawtidivi.,Supply,Medium,KR Puram,2026-03-05
sewage neeru rastege bartide.,Drainage,High,KR Puram,2026-01-31
ಇಂದು ನೀರಿನ ಒತ್ತಡ ತುಂಬಾ ಕಡಿಮೆಯಾಗಿದೆ.,Supply,Medium,Hebbal,2025-12-08
ನೀರು ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತಿದೆ ಮತ್ತು ಹಳದಿಯಾಗಿದೆ.,Contamination,Low,Rajajinagar,2026-01-29
"Gutter is blocked, very bad smell.",Drainage,Low,Yelahanka,2026-02-17
The water is brown and has particles in it.,Contamination,Medium,Rajajinagar,2025-12-13
Mosquitoes increasing because of drainage leak.,Drainage,Medium,KR Puram,2026-01-25
There is a severe water leak at the intersection in Whitefield.,Leakage,Medium,Whitefield,2026-01-22
Electronic City ನಲ್ಲಿ ನೀರಿನ ಸರಬರಾಜು ಇಲ್ಲ.,Supply,Medium,Electronic City,2026-02-16
Low water pressure today.,Supply,Low,Hebbal,2025-12-24
neeru barthilla nam manege.,Supply,High,Jayanagar,2026-01-06
Completely dry taps in Hebbal since 3 days.,Supply,High,Hebbal,2025-12-17
Taps are leaking continuously.,Leakage,Medium,Hebbal,2026-02-13
Electronic City ನಲ್ಲಿ ಒಳಚರಂಡಿ ಕಟ್ಟಿಕೊಂಡಿದೆ ಮತ್ತು ಉಕ್ಕಿ ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Electronic City,2026-02-20
neeru barthilla nam manege.,Supply,High,Yelahanka,2026-02-27
full kachara tumbide drain nalli.,Drainage,Medium,Electronic City,2025-12-25
"Gutter is blocked, very bad smell.",Drainage,Low,Indiranagar,2026-01-22
Water is leaking from the main pipe near KR Puram.,Leakage,Medium,KR Puram,2026-02-12
ರಸ್ತೆಗೆ ಕೊಳಚೆ ನೀರು ಹರಿಯುತ್ತಿದೆ.,Drainage,High,Rajajinagar,2026-01-15
water stagnation due to blocked drainage.,Drainage,Medium,HSR Layout,2026-02-21
water pipe odedide Electronic City nalli.,Leakage,High,Electronic City,2025-12-29
"Gutter is blocked, very bad smell.",Drainage,Low,KR Puram,2025-12-11
getting dirty water for drinking.,Contamination,Medium,Hebbal,2026-01-21
Broken pipe causing flooding near KR Puram.,Leakage,Medium,KR Puram,2026-01-09
"Minor leak, only drops coming out from the pipe at Marathahalli.",Leakage,Low,Marathahalli,2025-12-14
manhole open ide mattu overflow agthide.,Drainage,Medium,Yelahanka,2025-12-14
